TransactionID,CustomerTenureYears,CustomerSegment,EstimatedIncome,CreditScore,RiskFlag,FraudProbability,ChannelType,CustomerBehaviorScore
TXN12414,2,Mid Value,1875561,663,High,0.099,Mobile,55
TXN12415,3,Mid Value,1051402,859,Medium,0.182,QR,11
TXN12416,6,Mid Value,1543064,803,Medium,0.022,Mobile,61
TXN12417,4,Premium,1654042,821,Medium,0.024,Mobile,67
TXN12418,3,High Value,2795715,771,High,0.061,Mobile,31
TXN12419,3,High Value,1005862,689,Medium,0.079,QR,57
TXN12420,5,Mid Value,1270785,691,High,0.077,Autopay,44
TXN12421,2,Premium,504706,654,Medium,0.122,Mobile,5
TXN12422,7,Mid Value,2006462,738,Medium,0.162,Intent,97
TXN12423,2,Mid Value,956686,832,High,0.021,Autopay,36
TXN12424,1,Premium,2358072,884,Medium,0.084,Intent,18
TXN12425,7,High Value,1681535,658,Medium,0.233,Intent,11
TXN12426,7,Mid Value,2355054,857,Medium,0.01,QR,51
TXN12427,3,Mid Value,2999718,784,Low,0.005,Autopay,63
TXN12428,6,High Value,1841858,847,Low,0.066,QR,89
TXN12429,3,Premium,2374383,799,High,0.14,Mobile,40
TXN12430,3,High Value,648984,855,Low,0.039,Intent,54
TXN12431,6,Low Value,763056,664,Medium,0.029,QR,14
TXN12432,5,High Value,2272732,619,Medium,0.097,Autopay,69
TXN12433,1,Mid Value,858906,830,Medium,0.207,Intent,97
TXN12434,5,Premium,3195264,783,Medium,0.139,Autopay,43
TXN12435,7,Mid Value,250576,648,High,0.038,QR,14
TXN12436,5,Premium,353623,712,Medium,0.135,Mobile,30
TXN12437,2,Premium,2845684,731,High,0.135,Autopay,79
TXN12438,1,High Value,947026,566,Medium,0.009,QR,51
TXN12439,6,Mid Value,723180,755,High,0.107,Mobile,11
TXN12440,8,Mid Value,2393848,726,High,0.082,Autopay,33
TXN12441,0,Premium,2209271,649,High,0.146,Intent,2
TXN12442,3,Mid Value,3128408,809,Medium,0.215,Mobile,33
TXN12443,5,Low Value,518567,895,Medium,0.239,Intent,38
TXN12444,1,High Value,1739581,845,Medium,0.064,Intent,66
TXN12445,6,Low Value,1599583,874,Low,0.161,Autopay,79
TXN12446,8,Premium,3175070,659,Low,0.05,Autopay,59
TXN12447,0,Low Value,1015403,801,Medium,0.081,Autopay,94
TXN12448,2,High Value,596801,639,Medium,0.143,Mobile,48
TXN12449,3,Mid Value,2321398,831,Medium,0.095,Mobile,95
TXN12450,7,Mid Value,1732592,562,Low,0.151,Autopay,35
TXN12451,3,Low Value,3012526,730,Low,0.025,Mobile,29
TXN12452,4,Low Value,2697555,649,High,0.139,QR,79
TXN12453,1,Mid Value,189885,711,Medium,0.167,Intent,95
TXN12454,5,Premium,3005069,702,Medium,0.213,QR,82
TXN12455,3,Mid Value,1764943,815,Medium,0.243,Intent,38
TXN12456,6,High Value,989106,824,Low,0.165,Intent,37
TXN12457,5,Low Value,2544769,568,Medium,0.004,Autopay,9
TXN12458,9,Premium,2503916,646,High,0.053,Intent,30
TXN12459,0,Premium,1917380,633,High,0.114,Mobile,19
TXN12460,3,High Value,721325,632,Medium,0.088,QR,22
TXN12461,7,Premium,1501683,662,Low,0.061,QR,99
TXN12462,2,Mid Value,2968376,667,High,0.031,Mobile,88
TXN12463,8,Mid Value,3037052,720,Medium,0.064,Mobile,71
TXN12464,3,Premium,1940481,842,Medium,0.036,QR,29
TXN12465,8,Mid Value,2620992,663,High,0.205,Mobile,73
TXN12466,4,Low Value,780214,695,Medium,0.216,Mobile,57
TXN12467,5,Premium,1799402,854,Low,0.209,QR,5
TXN12468,3,Mid Value,2365055,874,Medium,0.111,QR,65
TXN12469,9,High Value,592315,674,Low,0.146,Intent,60
TXN12470,0,Premium,275852,734,High,0.03,Autopay,36
TXN12471,7,High Value,2913158,642,Low,0.247,Autopay,79
TXN12472,3,High Value,2458042,709,Low,0.16,QR,80
TXN12473,9,Low Value,200147,745,High,0.07,Intent,42
TXN12474,2,Low Value,1408057,874,Low,0.033,QR,21
TXN12475,8,Low Value,1975385,658,Medium,0.126,Mobile,33
TXN12476,0,Premium,320657,603,Medium,0.05,QR,28
TXN12477,0,Mid Value,867456,721,Low,0.138,QR,54
TXN12478,4,Premium,3139221,765,Low,0.064,Intent,4
TXN12479,4,High Value,842869,580,Low,0.13,Autopay,7
TXN12480,1,Mid Value,2424258,596,Medium,0.242,Mobile,30
TXN12481,6,High Value,2497553,602,Low,0.119,QR,91
TXN12482,5,Premium,1949299,673,High,0.028,Autopay,49
TXN12483,4,Premium,1242679,669,Low,0.079,QR,84
TXN12484,8,Premium,2826878,789,Low,0.1,Intent,43
TXN12485,8,Low Value,679085,789,High,0.07,Autopay,49
TXN12486,0,High Value,2854178,837,Low,0.227,Autopay,22
TXN12487,3,Premium,2076315,877,High,0.08,Intent,94
TXN12488,1,High Value,667721,580,High,0.112,Intent,19
TXN12489,2,High Value,1238493,873,Low,0.2,Mobile,58
TXN12490,3,Mid Value,330712,686,Low,0.202,Intent,43
TXN12491,3,Mid Value,2593823,883,High,0.193,Mobile,15
TXN12492,6,High Value,1896303,667,High,0.078,Autopay,7
TXN12493,7,Low Value,3070851,835,High,0.223,Mobile,65
TXN12494,0,Mid Value,2959247,798,Medium,0.177,QR,26
TXN12495,4,Mid Value,1940892,759,Low,0.24,Autopay,19
TXN12496,1,High Value,2685469,756,High,0.015,QR,76
TXN12497,0,High Value,3181609,739,Medium,0.123,Mobile,47
TXN12498,8,Mid Value,2537064,611,Medium,0.228,Intent,91
TXN12499,5,High Value,3078139,628,Medium,0.209,Autopay,97
TXN12500,2,Mid Value,2558539,648,Low,0.1,Intent,57
TXN12501,7,Premium,882178,762,High,0.099,Autopay,27
TXN12502,9,Low Value,303261,592,Medium,0.043,Autopay,90
TXN12503,8,Premium,3025888,677,Medium,0.031,Intent,84
TXN12504,0,High Value,1671372,752,High,0.232,QR,22
TXN12505,3,Low Value,2914458,582,Low,0.225,Mobile,50
TXN12506,3,High Value,757812,648,Low,0.219,Intent,55
TXN12507,9,Premium,1536766,636,High,0.2,Mobile,41
TXN12508,4,Mid Value,2611887,740,Low,0.086,Mobile,73
TXN12509,6,Premium,2230095,684,Medium,0.097,Autopay,76
TXN12510,3,Premium,1995407,852,Medium,0.15,Autopay,31
TXN12511,8,Low Value,2259564,579,Medium,0.131,Intent,14
TXN12512,0,Premium,1280396,809,Low,0.011,Intent,89
TXN12513,8,Mid Value,2914716,642,High,0.101,Autopay,54
TXN12514,3,Low Value,1673562,886,Low,0.115,Intent,20
TXN12515,4,High Value,696715,843,Low,0.1,Mobile,5
TXN12516,6,Premium,2276656,769,Medium,0.024,Autopay,57
TXN12517,8,Mid Value,2033429,829,Medium,0.142,Autopay,70
TXN12518,7,Low Value,1218016,759,Medium,0.004,QR,84
TXN12519,9,Low Value,1907144,771,Medium,0.076,Autopay,97
TXN12520,6,Mid Value,3151993,594,Low,0.186,Autopay,72
TXN12521,5,Mid Value,1294539,645,Medium,0.119,Mobile,25
TXN12522,0,Premium,1325353,553,Medium,0.124,Intent,34
TXN12523,1,High Value,2788527,647,Low,0.21,Intent,18
TXN12524,8,Low Value,2480485,854,Medium,0.033,Autopay,56
TXN12525,4,Low Value,710819,687,Medium,0.192,QR,2
TXN12526,4,Mid Value,1362560,854,Medium,0.056,QR,28
TXN12527,8,Mid Value,3192258,687,Medium,0.073,Intent,84
TXN12528,9,Low Value,2643982,884,High,0.219,Intent,87
TXN12529,2,Premium,703618,615,High,0.198,Autopay,25
TXN12530,1,Low Value,2358773,884,Medium,0.074,QR,51
TXN12531,0,Mid Value,1583154,597,Medium,0.134,Mobile,66
TXN12532,4,Mid Value,263229,835,Medium,0.157,Intent,32
TXN12533,1,Premium,2344019,845,Low,0.126,Autopay,79
TXN12534,2,Mid Value,3163216,584,Low,0.049,QR,57
TXN12535,3,Mid Value,1479896,796,High,0.12,QR,38
TXN12536,5,Low Value,1277036,835,Medium,0.128,Intent,25
TXN12537,9,Mid Value,1545825,895,Low,0.033,QR,44
TXN12538,8,Low Value,1774834,883,Medium,0.158,Intent,33
TXN12539,5,Mid Value,604607,843,High,0.016,QR,17
TXN12540,1,Mid Value,2312883,766,High,0.146,Autopay,83
TXN12541,6,High Value,1701813,804,Low,0.031,Intent,93
TXN12542,4,Low Value,2075402,834,Low,0.066,Autopay,3
TXN12543,7,Low Value,958694,596,Medium,0.045,Mobile,95
TXN12544,4,Premium,1557316,689,Low,0.179,Mobile,10
TXN12545,4,High Value,2979491,825,Low,0.112,Mobile,86
TXN12546,9,Mid Value,2262818,874,High,0.14,Intent,33
TXN12547,2,Low Value,1866915,724,Low,0.031,QR,90
TXN12548,6,Low Value,2240293,550,High,0.118,Intent,60
TXN12549,8,High Value,1208646,580,High,0.004,QR,95
TXN12550,2,Low Value,2113148,842,High,0.185,Autopay,7
TXN12551,1,Low Value,1692747,697,Medium,0.109,Intent,14
TXN12552,0,Low Value,2651819,616,Medium,0.138,Intent,85
TXN12553,3,Mid Value,2090954,694,Low,0.058,Autopay,53
TXN12554,5,Mid Value,381478,893,High,0.173,QR,48
TXN12555,4,Low Value,1320510,888,High,0.159,Intent,79
TXN12556,6,High Value,2657821,587,Low,0.119,Autopay,19
TXN12557,1,Mid Value,292916,669,Low,0.115,Intent,66
TXN12558,1,High Value,2175266,630,Medium,0.076,Autopay,28
TXN12559,0,Mid Value,1094586,640,High,0.009,QR,48
TXN12560,2,Mid Value,1772783,825,Low,0.233,Autopay,68
TXN12561,2,Premium,1867287,766,High,0.162,Intent,16
TXN12562,8,Mid Value,2532480,702,High,0.041,QR,88
TXN12563,4,High Value,2919910,822,Low,0.206,QR,24
TXN12564,8,High Value,1572545,638,High,0.011,Intent,41
TXN12565,0,Premium,2274252,895,High,0.064,Mobile,10
TXN12566,5,Low Value,2736071,564,Low,0.201,Intent,31
TXN12567,3,Premium,439574,845,Low,0.24,Mobile,34
TXN12568,7,Low Value,1403766,654,High,0.072,Mobile,76
TXN12569,8,Low Value,2568672,700,Medium,0.062,Intent,28
TXN12570,0,High Value,1492970,766,Medium,0.187,Intent,95
TXN12571,2,Mid Value,937099,885,Medium,0.009,QR,58
TXN12572,4,Premium,1049969,858,Low,0.17,Intent,62
TXN12573,7,High Value,2790353,842,Medium,0.229,Autopay,69
TXN12574,2,High Value,771430,557,Low,0.227,QR,63
TXN12575,0,Premium,1274218,765,Medium,0.169,Autopay,88
TXN12576,8,Low Value,463393,655,High,0.129,Autopay,99
TXN12577,7,High Value,956782,774,Medium,0.043,Intent,7
TXN12578,7,Premium,991090,624,Low,0.237,QR,42
TXN12579,4,Premium,1735372,762,Low,0.038,Intent,24
TXN12580,8,Low Value,2605702,865,Medium,0.042,Intent,25
TXN12581,7,High Value,1705835,790,Medium,0.223,Mobile,44
TXN12582,9,Premium,430997,852,Low,0.047,QR,44
TXN12583,0,Low Value,2854657,880,Medium,0.002,Mobile,90
TXN12584,8,Low Value,2865838,840,Medium,0.119,Autopay,88
TXN12585,2,Low Value,2805013,844,Medium,0.109,Mobile,20
TXN12586,7,Mid Value,1083735,773,Medium,0.082,QR,39
TXN12587,6,Premium,1651226,829,Low,0.226,Intent,77
TXN12588,1,Low Value,2301320,721,Medium,0.208,QR,49
TXN12589,7,High Value,1860273,871,Low,0.18,Mobile,71
TXN12590,3,Premium,954660,866,Low,0.07,QR,54
TXN12591,6,Mid Value,1751937,642,High,0.237,Intent,34
TXN12592,3,High Value,622191,835,Medium,0.2,QR,16
TXN12593,6,Low Value,2449841,813,Low,0.154,Intent,10
TXN12594,8,Mid Value,2796313,894,Medium,0.065,QR,87
TXN12595,1,Mid Value,1058186,873,High,0.152,Mobile,94
TXN12596,0,Premium,2774390,630,Low,0.209,QR,82
TXN12597,7,Premium,2823638,825,Low,0.189,Intent,26
TXN12598,9,Premium,1327286,895,High,0.238,Mobile,55
TXN12599,3,Low Value,2991343,767,High,0.028,Autopay,39
TXN12600,0,Low Value,1199538,589,Low,0.235,QR,96
TXN12601,0,Low Value,966844,705,High,0.139,Intent,84
TXN12602,9,High Value,321577,724,Medium,0.223,Autopay,37
TXN12603,6,Mid Value,540713,653,High,0.069,Autopay,34
TXN12604,4,Low Value,1436779,553,High,0.046,QR,27
TXN12605,0,Premium,2463541,717,Low,0.139,Autopay,78
TXN12606,1,Mid Value,880486,622,Low,0.169,QR,67
TXN12607,6,Mid Value,2736359,799,Low,0.033,Intent,96
TXN12608,9,High Value,301463,648,Low,0.183,Autopay,55
TXN12609,3,Low Value,1790181,808,Low,0.138,Mobile,43
TXN12610,3,Premium,2077329,865,Low,0.004,Mobile,38
TXN12611,4,High Value,1594204,709,Low,0.223,Intent,7
TXN12612,6,High Value,2264901,884,Low,0.097,QR,33
TXN12613,1,Mid Value,2137109,649,High,0.127,Mobile,19
TXN12614,5,Premium,396295,739,High,0.219,Mobile,36
TXN12615,0,Premium,534164,832,Low,0.114,Intent,59
TXN12616,0,Mid Value,914770,600,Medium,0.102,Mobile,42
TXN12617,5,Low Value,1960943,728,Medium,0.151,QR,18
TXN12618,9,High Value,319072,858,High,0.206,Autopay,71
TXN12619,9,High Value,322960,604,High,0.245,QR,98
TXN12620,4,Premium,2831414,668,Low,0.057,Autopay,82
TXN12621,8,High Value,2988444,688,Medium,0.039,Intent,52
TXN12622,9,Mid Value,1175511,667,High,0.069,Mobile,80
TXN12623,4,Low Value,560386,837,Medium,0.08,Mobile,98
TXN12624,3,High Value,2186521,639,Medium,0.091,Autopay,88
TXN12625,6,Mid Value,1944949,676,Low,0.115,Mobile,22
TXN12626,7,Premium,389490,698,High,0.134,Intent,32
TXN12627,6,High Value,1232710,660,Low,0.114,Intent,6
TXN12628,2,Mid Value,284288,581,Medium,0.164,Autopay,39
TXN12629,9,Low Value,652616,883,Low,0.098,Autopay,27
TXN12630,7,Mid Value,2254988,632,Low,0.244,QR,96
TXN12631,2,High Value,599242,560,Medium,0.092,Autopay,58
TXN12632,4,High Value,2087149,658,Low,0.057,QR,63
TXN12633,2,Mid Value,1694041,682,High,0.232,QR,75
TXN12634,1,Premium,2345165,686,High,0.182,Mobile,2
TXN12635,9,Mid Value,1241228,687,Low,0.203,Intent,98
TXN12636,5,Low Value,2269793,559,High,0.184,Autopay,67
TXN12637,2,Premium,1433710,744,Medium,0.17,Intent,49
TXN12638,9,Low Value,817390,871,High,0.18,Mobile,99
TXN12639,0,High Value,243887,875,High,0.069,Autopay,35
TXN12640,9,Mid Value,2813884,631,Low,0.03,Mobile,78
TXN12641,5,High Value,1519450,783,Low,0.008,Autopay,90
TXN12642,9,Premium,514916,586,Medium,0.238,Autopay,52
TXN12643,9,High Value,2323280,656,High,0.067,Autopay,93
TXN12644,5,Low Value,2328869,638,Low,0.038,Intent,45
TXN12645,1,Low Value,2416118,899,Low,0.146,Mobile,37
TXN12646,8,High Value,1929074,629,Medium,0.06,QR,55
TXN12647,1,High Value,1663936,617,Medium,0.134,QR,15
TXN12648,5,Low Value,1594373,882,Low,0.189,Intent,80
TXN12649,1,Mid Value,1286922,643,Medium,0.201,Intent,49
TXN12650,4,Premium,1844976,727,High,0.119,QR,59
TXN12651,1,Premium,3142286,693,Medium,0.1,Mobile,58
TXN12652,7,High Value,1613461,794,High,0.034,Mobile,83
TXN12653,7,High Value,503899,762,Medium,0.066,Autopay,38
TXN12654,1,Mid Value,2112193,672,Low,0.015,Autopay,62
TXN12655,7,High Value,908271,763,Medium,0.203,Mobile,94
TXN12656,2,Premium,2152973,570,Low,0.042,QR,5
TXN12657,1,Mid Value,2384873,765,High,0.155,Mobile,36
TXN12658,8,Premium,1116410,779,High,0.201,Mobile,75
TXN12659,3,Premium,1720253,640,Low,0.236,Mobile,74
TXN12660,8,High Value,1824154,613,Low,0.123,Mobile,1
TXN12661,2,Low Value,1916747,822,Low,0.133,Autopay,96
TXN12662,8,Mid Value,1825412,804,High,0.16,Autopay,19
TXN12663,4,Premium,3072742,895,Low,0.201,Mobile,22
TXN12664,7,Mid Value,2190264,780,Medium,0.038,Intent,78
TXN12665,2,High Value,398716,896,High,0.035,Mobile,60
TXN12666,4,Low Value,880902,718,Low,0.104,Autopay,2
TXN12667,3,Premium,512520,628,Medium,0.04,Autopay,67
TXN12668,9,High Value,654260,684,High,0.162,Intent,71
TXN12669,9,Mid Value,734910,878,Low,0.056,Mobile,98
TXN12670,5,High Value,2586740,609,Medium,0.188,Mobile,27
TXN12671,5,High Value,2029853,666,Low,0.03,Mobile,58
TXN12672,7,Mid Value,2413760,678,Low,0.04,Intent,1
TXN12673,5,High Value,2169644,578,Low,0.208,QR,85
TXN12674,4,Mid Value,1278045,879,Medium,0.233,Intent,73
TXN12675,8,Mid Value,1415647,863,Medium,0.086,QR,11
TXN12676,2,Premium,309178,860,Medium,0.232,QR,84
TXN12677,7,High Value,470425,697,High,0.192,QR,72
TXN12678,8,High Value,884696,700,Low,0.219,Autopay,71
TXN12679,8,Mid Value,1527712,759,Medium,0.053,Intent,11
TXN12680,5,Mid Value,755686,602,Low,0.224,Intent,90
TXN12681,0,Premium,2067635,863,Medium,0.229,Intent,99
TXN12682,0,Mid Value,1986287,656,Medium,0.102,Autopay,69
TXN12683,3,Premium,805839,582,Medium,0.21,Mobile,20
TXN12684,8,Premium,2203467,558,Medium,0.223,Intent,8
TXN12685,5,Premium,340707,722,Low,0.101,Intent,68
TXN12686,1,Low Value,2708224,824,Medium,0.138,QR,55
TXN12687,4,Low Value,2363921,849,High,0.167,Intent,31
TXN12688,2,High Value,1637020,565,High,0.049,Autopay,72
TXN12689,5,Premium,222336,746,Low,0.136,Intent,12
TXN12690,6,High Value,2023611,818,Medium,0.073,Intent,61
TXN12691,3,High Value,354061,818,Medium,0.065,Intent,25
TXN12692,4,High Value,481067,567,Medium,0.047,Autopay,67
TXN12693,5,High Value,3071417,553,High,0.087,Mobile,16
TXN12694,3,Low Value,2493613,751,Medium,0.052,Intent,35
TXN12695,1,Low Value,3052849,801,Medium,0.05,QR,91
TXN12696,2,Premium,454871,640,Low,0.149,Intent,3
TXN12697,9,Mid Value,3025184,832,High,0.112,Intent,2
TXN12698,1,Mid Value,367016,735,Low,0.191,Autopay,94
TXN12699,0,High Value,1777128,816,Medium,0.158,Intent,26
TXN12700,5,Mid Value,736138,559,High,0.187,QR,53
TXN12701,9,High Value,1776789,680,High,0.095,QR,99
TXN12702,9,Low Value,1875211,720,Low,0.036,Intent,83
TXN12703,2,Low Value,1956712,824,Low,0.034,Intent,95
TXN12704,0,Premium,518135,798,Low,0.181,Mobile,39
TXN12705,6,Low Value,1299024,770,High,0.117,QR,1
TXN12706,0,High Value,1288751,667,Medium,0.049,Mobile,11
TXN12707,0,Low Value,3010582,846,Low,0.214,Intent,30
TXN12708,3,Low Value,1869612,627,High,0.149,QR,52
TXN12709,3,Mid Value,2941676,575,Low,0.078,Intent,99
TXN12710,5,Low Value,1876221,746,Medium,0.057,Autopay,44
TXN12711,6,Mid Value,3126105,783,Medium,0.129,Autopay,32
TXN12712,4,High Value,3160005,883,High,0.135,Intent,59
TXN12713,3,Mid Value,2412092,853,High,0.002,QR,81
TXN12714,4,Mid Value,839790,650,Medium,0.218,QR,43
TXN12715,1,Premium,998269,866,Medium,0.187,Intent,71
TXN12716,7,Low Value,3029225,567,High,0.134,Mobile,98
TXN12717,7,Mid Value,1111936,819,High,0.012,Intent,73
TXN12718,2,Mid Value,2651625,583,Medium,0.225,QR,65
TXN12719,0,Premium,1844582,793,Low,0.102,QR,62
TXN12720,3,Premium,2172889,604,Low,0.052,Mobile,33
TXN12721,3,High Value,2434961,736,High,0.247,Autopay,40
TXN12722,8,Mid Value,2723773,691,Medium,0.124,QR,11
TXN12723,8,Mid Value,473390,691,Low,0.046,Autopay,68
TXN12724,1,Premium,2067753,627,High,0.092,Intent,97
TXN12725,7,Mid Value,2199510,752,High,0.182,Intent,66
TXN12726,7,Premium,295104,890,Medium,0.057,Intent,23
TXN12727,6,Low Value,325670,611,Medium,0.031,Mobile,51
TXN12728,0,High Value,2467388,630,High,0.22,Mobile,87
TXN12729,8,Low Value,2760198,748,Low,0.246,Autopay,4
TXN12730,6,Mid Value,877335,760,Low,0.248,Intent,37
TXN12731,6,Low Value,2697545,794,Medium,0.247,Autopay,10
TXN12732,9,Premium,1485378,867,High,0.139,Mobile,82
TXN12733,6,Premium,2451724,570,High,0.026,Autopay,97
TXN12734,6,High Value,3050178,724,High,0.213,QR,68
TXN12735,5,High Value,402333,759,High,0.082,Intent,9
TXN12736,7,Premium,2353532,872,Low,0.172,Intent,57
TXN12737,5,Premium,2581395,670,Medium,0.061,Mobile,90
TXN12738,3,High Value,1583846,623,Low,0.151,Intent,84
TXN12739,0,Low Value,284002,561,Medium,0.155,Intent,53
TXN12740,6,Premium,2423335,860,High,0.088,Intent,81
TXN12741,2,High Value,2817544,705,High,0.112,Autopay,49
TXN12742,2,Mid Value,826619,654,High,0.237,Intent,74
TXN12743,1,Mid Value,1974172,818,High,0.198,Autopay,75
TXN12744,1,High Value,1104005,753,High,0.167,Intent,27
TXN12745,5,Mid Value,1079429,696,Low,0.148,Intent,48
TXN12746,2,High Value,2638762,739,Low,0.037,Autopay,47
TXN12747,7,High Value,1153890,843,High,0.131,Intent,41
TXN12748,1,Low Value,1657538,837,Low,0.036,Mobile,4
TXN12749,4,Mid Value,2016342,861,High,0.228,Intent,45
TXN12750,2,High Value,1403070,676,High,0.056,Mobile,98
TXN12751,2,Premium,1722941,770,Medium,0.111,QR,84
TXN12752,8,Mid Value,1669572,599,Medium,0.063,Autopay,27
TXN12753,3,High Value,1655544,686,Medium,0.179,Autopay,57
TXN12754,4,High Value,3142775,550,Low,0.034,Mobile,93
TXN12755,2,Premium,2096932,732,Low,0.011,Mobile,11
TXN12756,4,Mid Value,1295005,624,Low,0.159,Mobile,98
TXN12757,5,Premium,1016788,854,Medium,0.009,Mobile,62
TXN12758,6,Mid Value,2114227,670,High,0.026,Intent,53
TXN12759,9,Premium,456138,663,Medium,0.169,Mobile,37
TXN12760,1,Mid Value,2527734,581,Medium,0.006,Mobile,47
TXN12761,1,High Value,2733124,701,High,0.072,Intent,41
TXN12762,1,High Value,1355713,718,High,0.167,Autopay,73
TXN12763,4,Mid Value,1294653,885,High,0.217,Mobile,80
TXN12764,1,Mid Value,2235442,567,Low,0.142,Autopay,1
TXN12765,1,Mid Value,306619,685,High,0.061,QR,26
TXN12766,9,Mid Value,1528316,801,Low,0.054,QR,48
TXN12767,6,Premium,2284600,618,Low,0.127,Mobile,94
TXN12768,1,Premium,685369,641,Low,0.224,QR,55
TXN12769,1,High Value,3056452,612,Low,0.028,Autopay,12
TXN12770,2,High Value,3030222,558,Medium,0.01,QR,4
TXN12771,0,High Value,1487322,783,High,0.042,Mobile,82
TXN12772,0,Premium,1546969,806,Low,0.173,Mobile,40
TXN12773,3,Premium,1974479,899,Low,0.191,Autopay,96
TXN12774,4,High Value,2830336,792,High,0.162,QR,35
TXN12775,3,Premium,2485985,798,Medium,0.107,QR,77
TXN12776,7,Low Value,1150970,584,High,0.169,QR,59
TXN12777,8,Low Value,2909115,573,Medium,0.084,Autopay,72
TXN12778,4,Mid Value,563407,687,Low,0.19,Mobile,77
TXN12779,5,Premium,1017256,576,Medium,0.048,QR,71
TXN12780,6,Mid Value,2877730,761,Medium,0.093,Mobile,26
TXN12781,6,High Value,742025,692,Low,0.133,Intent,88
TXN12782,2,High Value,2409725,831,Low,0.149,Autopay,89
TXN12783,6,Mid Value,969342,697,Medium,0.086,Autopay,75
TXN12784,4,Premium,618910,587,Medium,0.152,Intent,66
TXN12785,8,Mid Value,238537,574,Low,0.131,Mobile,25
TXN12786,8,Premium,964005,764,High,0.244,QR,77
TXN12787,7,Low Value,975325,789,Low,0.079,QR,85
TXN12788,0,Low Value,2960416,572,Medium,0.153,Autopay,84
TXN12789,8,Low Value,1040355,670,Low,0.213,Mobile,94
TXN12790,3,High Value,2327132,803,Medium,0.208,QR,18
TXN12791,2,Premium,1450707,773,Low,0.219,Intent,72
TXN12792,1,Mid Value,2664618,599,Low,0.164,Autopay,76
TXN12793,4,Mid Value,1915770,690,Low,0.08,Intent,2
TXN12794,3,Low Value,1851053,860,Low,0.221,Autopay,44
TXN12795,1,High Value,835248,829,Medium,0.05,Intent,22
TXN12796,0,Premium,3093580,659,Low,0.241,QR,30
TXN12797,0,High Value,2277123,747,Medium,0.185,Autopay,63
TXN12798,4,Mid Value,213456,592,Low,0.078,Mobile,47
TXN12799,3,High Value,2023151,573,High,0.149,Autopay,52
TXN12800,0,Low Value,2291014,696,Medium,0.176,Mobile,75
TXN12801,5,High Value,2225001,650,Medium,0.235,Intent,88
TXN12802,5,Low Value,1906172,599,High,0.11,Autopay,3
TXN12803,1,Mid Value,3009487,567,Medium,0.066,QR,18
TXN12804,9,Low Value,1379472,684,High,0.217,Mobile,57
TXN12805,0,Mid Value,951541,688,High,0.052,QR,58
TXN12806,1,High Value,2672180,632,High,0.076,Autopay,67
TXN12807,2,Low Value,1554507,893,High,0.138,Intent,77
TXN12808,9,Low Value,499916,780,Medium,0.16,QR,31
TXN12809,6,Low Value,1361544,587,Low,0.059,Autopay,99
TXN12810,4,Low Value,2021285,818,Low,0.105,Intent,38
TXN12811,5,Low Value,492796,580,High,0.21,QR,98
TXN12812,7,Low Value,2138073,727,Medium,0.018,Mobile,45
TXN12813,8,High Value,348566,604,Low,0.232,Autopay,68
TXN12814,2,Premium,1485099,852,High,0.202,QR,56
TXN12815,4,Premium,911189,827,Medium,0.246,Intent,44
TXN12816,4,High Value,3112842,639,Medium,0.096,Mobile,34
TXN12817,5,Mid Value,194634,601,High,0.014,QR,31
TXN12818,7,Premium,2348399,766,Low,0.004,Intent,87
TXN12819,7,Low Value,328272,636,High,0.114,Intent,26
TXN12820,1,High Value,364166,636,Medium,0.02,Intent,73
TXN12821,1,Mid Value,1288828,589,Medium,0.058,Autopay,61
TXN12822,3,High Value,1462127,731,Medium,0.199,Mobile,3
TXN12823,0,High Value,2540115,659,Low,0.216,Autopay,55
TXN12824,3,Low Value,1203211,643,High,0.058,QR,90
TXN12825,7,High Value,1640605,807,Low,0.121,Intent,31
TXN12826,9,High Value,1796986,708,Medium,0.18,Intent,79
TXN12827,2,Mid Value,2447080,705,Medium,0.08,QR,41
TXN12828,2,Mid Value,2626845,723,Low,0.163,Mobile,86
TXN12829,7,Premium,994261,626,High,0.108,Intent,33
TXN12830,4,Mid Value,1633489,597,Medium,0.162,Mobile,86
TXN12831,0,Low Value,2619881,636,Low,0.238,Autopay,11
TXN12832,9,Mid Value,595818,669,High,0.009,Mobile,58
TXN12833,6,High Value,2732075,680,High,0.239,Intent,24
TXN12834,5,Premium,2773022,556,Low,0.191,Mobile,52
TXN12835,3,High Value,532805,550,Low,0.142,Mobile,62
TXN12836,3,Low Value,389637,807,Medium,0.035,Mobile,71
TXN12837,9,Premium,2663059,647,High,0.138,Mobile,33
TXN12838,8,Premium,791778,745,Medium,0.098,Intent,35
TXN12839,2,Low Value,1741510,739,Low,0.004,Mobile,75
TXN12840,8,Premium,1875616,766,High,0.162,Mobile,78
TXN12841,3,Mid Value,2460715,681,High,0.06,Intent,20
TXN12842,7,Premium,2724861,755,Medium,0.231,Intent,94
TXN12843,4,Low Value,600869,803,Low,0.035,QR,27
TXN12844,8,Low Value,697455,598,Low,0.02,QR,36
TXN12845,0,Premium,912178,809,High,0.225,Mobile,72
TXN12846,3,Mid Value,1110832,644,Low,0.053,Autopay,50
TXN12847,5,High Value,2310784,571,High,0.165,Intent,25
TXN12848,3,Low Value,1836197,692,Medium,0.238,Autopay,50
TXN12849,9,Premium,1318027,684,Low,0.091,Intent,3
TXN12850,4,Mid Value,2135691,800,Medium,0.039,QR,38
